Fatal_1 Fatal_2 Fatal_3 Survivor_1 Survivor_2 Survivor_3
TBC1D14 741 716 680 667 927 549
TMLHE 434 424 650 254 314 168
MAGEB18 0 0 1 0 1 0
AUTS2 41 17 14 18 26 7
PLA2G1B 0 1 1 0 1 0
MAP2K5 209 184 221 434 618 212
NUMA1 1786 1699 2243 708 1084 932
ZBED2 0 0 0 0 0 0
UNC93B1 456 431 820 61 164 127
GPR50 0 1 1 0 0 0
IKBKAP 243 256 163 925 703 574
GPR56 217 126 69 51 67 40
RAD52 74 56 56 64 58 56
FAM83C 0 0 0 0 0 0
BNIP3L 5258 3762 6195 33840 20951 13907
FAM83A 31 43 6 1 2 0
PCDH7 0 3 2 1 5 3
FAM83E 0 0 0 0 0 0
DGKZ 417 459 484 121 241 209
IDH3G 218 165 204 82 151 129
TARBP2 19 15 11 17 42 74
ATP7A 449 368 430 522 503 289
DGKQ 15 10 8 1 5 12
DGKK 2 1 1 1 0 0
UFL1 487 336 630 826 860 496
NEK6 894 1066 1733 56 61 63
MPHOSPH8 285 445 255 242 186 105
DKC1 200 220 211 223 259 132
ZNF169 68 57 60 84 71 35
PTGIS 6 1 2 0 0 0
PTGIR 57 24 33 13 44 22
ANKRD62 59 25 32 148 147 22
ANKRD60 0 0 0 0 1 0
NPM2 0 2 1 0 4 0
HSPA13 882 497 823 1013 990 552
PEMT 3 1 2 2 0 12
TXNDC15 139 121 146 340 375 220
MXI1 1287 877 876 2777 3172 1124
TXNDC17 124 116 170 60 82 69
NEK1 301 215 322 951 1467 425
PKD2 18 11 18 82 148 31
TMEM25 11 6 1 5 10 12
PDE2A 256 275 254 7 14 19
DGCR14 74 103 65 14 16 24
AHNAK2 49 131 39 184 106 262
PTPN18 115 74 89 26 122 43
FAM222A 3 2 0 0 3 0
IQCB1 46 61 22 172 140 74
SCG2 4 0 1 5 3 0
FFAR1 1 1 1 0 0 0
AP5S1 56 26 50 7 9 8
CSRNP2 650 514 516 239 246 132
SEMA4A 5909 4703 5135 387 637 281
DDX55 105 153 114 128 87 68
SEMA4D 1741 2549 1651 2212 2386 1357
SEMA4F 14 8 10 18 15 20
SEMA4G 5 8 2 6 2 0
OTUD7A 2 0 0 0 0 0
BYSL 61 72 50 48 52 35
OTUD7B 109 90 80 41 39 24
CTAGE5 1519 1155 1539 1496 1425 909
RHBDD2 34 30 28 2 10 12
MEDAG 9 3 4 0 0 0
SCN4A 4 6 3 1 1 5
LRP2 16 5 27 8 8 0
TMCO3 0 0 0 0 0 0
CDC42BPB 239 151 109 40 134 109
GIP 0 0 0 0 0 0
GIF 21 35 25 1 2 0
SERP1 2175 1718 3389 1343 1708 678
GALNT15 4 2 7 2 0 0
KCTD12 64 38 54 6 24 40
MS4A4A 354 789 609 14 48 1
CNDP1 2 7 5 0 0 0
BPIFB3 0 0 0 0 0 0
STRBP 127 136 120 373 469 248
LRP4 5 8 3 2 5 2
MOCS2 93 40 45 241 134 163
NPB 0 0 0 0 0 0
AHR 255 157 138 1444 1757 1068
CEACAM5 0 0 1 1 0 0
NPY 0 0 2 0 0 0
ENC1 51 45 50 30 37 41
COLEC10 0 1 0 0 0 0
NPW 0 0 0 0 0 0
STK38L 1763 1299 1812 716 804 390
NPS 0 0 0 0 0 0
ZNF197 29 10 8 72 68 59
ZNF195 53 52 81 152 120 134
WNK2 9 1 2 0 2 1
QSOX2 41 132 51 35 64 96
JOSD2 4 9 2 1 3 14
QSOX1 950 984 1149 115 213 192
PDS5A 2102 1874 2387 3883 3531 1894
GALNT18 1 2 1 0 2 0
TSTD1 6 13 5 0 1 0
PKHD1L1 901 382 548 3034 3318 1249
TADA2A 53 30 27 177 163 114
NR2C2AP 31 38 24 18 28 16
RSBN1L 525 275 461 1166 1331 545
UBXN2B 473 268 330 85 131 48
UBXN2A 116 150 133 188 307 164
VWA5B2 4 8 1 1 1 7
VWA5B1 1 4 4 2 2 3
DYNC2LI1 23 10 17 49 64 61
EDARADD 5 5 1 15 9 9
IFNW1 1 1 4 2 0 0
TECTB 0 1 0 0 0 0
ZNF226 295 250 203 178 179 119
ZNF229 1 1 1 2 4 0
KCNQ4 0 1 0 1 0 0
KCNQ5 27 37 29 116 70 88
KCNQ2 1 0 2 0 0 1
LHX2 0 4 0 0 0 0
ALDH8A1 14 18 15 2 3 2
HOXC10 0 0 0 0 0 0
HOXC13 0 1 0 3 0 0
HOXC12 0 0 0 0 0 0
VEGFA 2951 4166 5892 32 44 61
VEGFC 3 2 3 0 0 0
PDE4A 76 69 57 29 35 49
LHX4 9 9 8 4 8 7
RTTN 368 384 285 1078 717 403
BNIP1 123 134 232 96 90 66
BNIP2 3617 2953 5153 1731 2027 974
PDE4C 0 1 2 0 0 0
ASTN2 3 0 2 1 2 1
MFSD4 19 13 5 32 21 13
LEKR1 2 3 0 4 8 0
OSBP 1163 909 1145 1110 1117 626
FLOT2 1428 1527 2131 101 253 174
EMC2 340 253 426 356 399 190
NAB1 1644 1043 1798 950 936 582
EMC6 12 14 33 3 13 8
PDE6B 5 1 0 2 0 1
SCAI 24 18 19 154 92 64
ZNF490 114 115 136 157 188 70
CLCC1 43 34 24 166 196 152
AP3M2 87 76 77 149 95 81
SPEM1 0 0 0 0 0 0
PTGER2 339 335 680 22 88 10
AKAP11 672 379 440 1609 1319 741
HTRA4 9 12 16 12 7 4
ZSCAN5D 0 0 0 2 1 0
ZSCAN5A 18 5 7 13 14 5
HTRA1 1 0 2 0 1 3
HTRA2 364 313 402 47 56 99
BSDC1 2327 1927 2455 522 741 945
CCDC9 57 62 59 9 14 17
MFSD6 651 435 489 924 863 641
NTN4 11 3 5 52 70 10
TAF12 410 360 560 214 304 274
IGF2BP2 59 62 28 131 165 66
LNP1 7 8 9 19 11 0
DNAH2 8 14 5 2 8 0
EGLN2 284 178 230 64 168 171
EGLN1 2499 1498 1432 958 964 552
SPIB 30 16 9 36 28 71
SPIC 0 2 0 0 2 0
DNAH1 26 34 30 7 4 22
DNAH6 9 3 3 4 10 11
C8A 0 1 1 1 1 0
BMPR1B 6 4 5 54 32 29
TP73 2 2 0 4 2 3
ABT1 159 140 220 125 150 159
AKR7L 8 7 2 2 5 5
TBP 186 192 177 152 155 87
FOXC2 0 0 0 0 0 0
GLS2 45 43 30 57 39 28
B3GALT4 79 66 73 14 25 35
SPCS1 415 303 297 711 683 742
SPCS2 150 153 209 234 247 113
LAPTM4B 137 34 109 21 55 13
ANKH 85 102 35 280 286 231
EGFR 4 4 0 0 2 0
B3GALT6 0 0 0 0 0 0
EMID1 1 2 3 0 0 0
RCVRN 73 129 107 2 8 4
NLRC4 124 224 201 31 26 13
WDR86 1 0 1 0 0 0
NPR3 5 11 2 1 2 1
WDR82 2150 1803 1599 1903 1890 1042
WDR83 50 59 68 3 18 33
SLC38A1 3550 3540 4789 3776 3130 2928
BLOC1S2 907 780 1189 932 715 1114
WDR89 29 26 20 154 140 96
ACER2 79 105 49 204 373 350
SIM2 0 0 2 0 4 0
SIM1 3 1 0 0 0 0
ACER1 1 1 0 0 0 0
SLC38A3 7 7 6 1 1 10
CDX1 0 0 1 0 0 0
SLC10A1 101 73 77 23 28 13
UHMK1 6147 3941 8519 4475 4979 2346
ESYT2 2606 1508 1644 3019 2732 1614
ESYT3 43 35 9 18 27 10
CXCR3 6 2 1 2 4 5
CXCR2 317 182 456 121 102 86
CXCR6 61 107 113 232 329 80
CXCR5 12 92 61 80 89 328
CXCR4 1624 1172 1325 854 1448 758
JAG1 425 466 699 22 40 28
CLRN2 0 0 2 0 0 0
CLRN3 50 8 5 19 0 0
APPBP2 896 599 915 816 909 408
PTPN23 341 498 383 68 90 91
QRICH1 564 536 484 300 373 230
CRYBB1 1 0 0 0 6 0
MMP14 32 12 16 5 2 7
EXOC2 1010 698 657 890 837 543
EXOC1 1281 1240 1399 1059 1165 741
EXOC6 1664 1089 1958 2201 1879 1380
EXOC8 1270 1035 1437 428 435 238
MAPKBP1 102 162 185 111 96 109
ANK3 45 60 33 108 120 49
MGAT4A 674 439 449 569 328 222
CHRNG 11 11 12 0 1 1
CHRND 1 2 2 0 0 0
MGAT4B 292 266 179 46 46 39
IFI44 14491 11754 19494 1556 2303 311
HRASLS2 665 587 799 2 0 0
BZW2 486 405 523 862 982 506
RAD17 236 155 186 485 507 268
CRAMP1L 267 220 160 33 99 22
EVA1B 2 4 2 0 1 4
RAD18 153 99 147 233 277 175
LINS 70 69 63 229 159 86
C5AR2 97 111 208 6 30 22
PIK3CA 1655 1289 1478 1623 1527 963
C5AR1 2295 1686 3683 253 433 189
TNRC6C 308 320 261 491 434 186
TNNC1 8 9 13 0 7 0
USP29 0 0 0 0 2 0
USP28 584 393 350 713 645 334
USP25 4900 3684 5840 2249 2394 1211
USP24 2645 2155 1893 3367 3126 1645
DEPDC1B 113 62 126 142 282 70
USP20 147 161 92 49 63 122
ADAMTS5 3 4 4 0 1 0
ADAMTS4 12 8 17 0 0 0
ADAMTS7 5 4 3 1 2 3
ADAMTS6 103 90 72 465 520 394
ADAMTS1 84 47 64 0 0 0
CYTH4 1271 1260 1853 249 374 360
GSTA3 2 3 2 2 0 0
ADAMTS2 4 3 0 1 0 0
ARHGEF6 1953 1533 1917 2501 2421 994
ARHGEF7 459 453 613 388 358 360
ARHGEF5 522 549 1007 25 43 20
ARHGEF2 4304 3756 5722 1221 1759 1515
ADAMTS8 0 1 0 2 0 0
COTL1 3577 2768 2225 1438 1710 1391
ARSG 64 41 34 86 73 53
CDH9 0 1 0 2 4 0
PROKR1 1 0 4 4 3 0
CDH1 4 5 3 3 11 6
FAM188A 1403 1177 2235 1086 857 680
CDX4 0 0 0 0 0 0
CDH7 2 1 0 0 2 0
CDH6 2 5 3 12 1 28
CENPN 38 36 31 84 94 26
DPP10 0 2 2 0 0 0
CENPK 121 111 150 459 494 176
CENPI 176 102 238 575 1015 167
CENPF 1183 1030 1683 903 1206 328
CENPE 937 527 1121 1173 1685 301
ZG16 0 4 3 4 4 0
HAGHL 0 0 0 0 1 2
LDB3 2 4 0 1 2 2
CLCF1 16 19 22 10 3 5
LDB1 329 376 309 125 180 161
PABPC4L 1 0 0 0 0 0
SSH1 658 530 577 346 483 208
CENPW 83 69 69 26 30 25
RNASE11 2 2 0 2 0 0
PPY 0 0 0 0 0 0
CENPQ 0 0 0 0 0 0
CENPP 39 38 30 27 45 31
TRMU 53 74 52 50 49 107
TRPC3 5 1 9 8 4 11
PLEKHA5 37 29 38 103 106 80
PLEKHA7 4 3 4 3 1 7
PLEKHA2 540 584 628 495 501 569
NETO1 1 0 1 1 2 0
SLC9B2 37 38 26 68 44 20
PLEKHA8 91 49 63 68 118 69
TRPC7 1 1 1 0 0 0
RFESD 93 30 29 75 115 28
SPRY4 13 2 11 2 0 1
SEC62 1264 1029 1137 1669 1516 588
SEC63 1161 1147 1183 841 1068 442
DHX38 630 1026 1260 294 410 323
SAMD4A 77 55 119 54 122 29
TRIB1 6183 6938 13205 323 609 168
TRIB2 90 64 36 76 78 69
TRIB3 126 147 226 3 16 4
DHX32 164 113 90 265 283 165
DHX33 46 55 39 65 78 31
DHX35 137 163 199 175 189 102
LAYN 3 3 2 0 2 0
MIB2 1 2 3 1 1 6
B3GNTL1 6 8 15 6 8 24
MPLKIP 57 59 88 63 73 38
COL18A1 2 0 1 0 0 0
ZNF764 2 13 7 2 0 2
VNN1 9865 5158 11800 69 102 63
RPP25 0 0 0 0 1 1
PMCH 0 3 1 3 1 0
NKX2-8 0 0 0 0 0 0
ECSIT 24 29 31 14 56 91
ZSCAN10 0 2 7 4 1 0
C13H2orf40 27 22 26 16 11 5
CLDN24 0 0 0 1 0 0
HHATL 0 1 2 0 0 0
FAM185A 1 0 0 1 1 5
PCDH8 0 0 0 3 1 0
SUPT6H 1379 1375 1204 458 462 185
DOPEY1 620 614 499 1569 1221 765
PRIM2 260 144 179 544 440 264
ZNF501 4 2 6 25 26 19
ZNF500 4 4 3 1 2 9
ZNF503 32 9 11 1 7 0
WDYHV1 19 11 14 43 42 6
ENOX1 3 1 0 1 0 0
CD1E 3 18 9 9 6 29
TREM1 8713 4943 6118 212 198 60
TREM2 260 364 519 3 4 7
ANO8 11 11 6 8 16 17
ANO9 1 4 2 8 9 9
MYH2 5 2 1 1 3 0
AZI2 1318 713 1183 433 423 161
MYH1 1 2 2 2 0 0
MYH6 4 1 2 3 1 0
RACGAP1 179 119 161 155 271 88
FAM167B 0 0 0 0 0 0
MYH8 2 6 1 3 0 0
MYH9 13710 14835 19497 3234 4551 3468
GPR45 0 0 0 0 0 0
TNRC6A 1548 1546 1888 1885 2060 1010
AZI1 1 3 1 1 3 8
ANO5 0 6 0 1 2 3
VGLL2 0 0 0 0 0 0
VGLL3 0 1 0 0 1 0
CADM4 15 3 5 0 1 0
VGLL1 0 0 0 0 0 0
CADM2 1 2 1 5 4 3
CADM3 2 1 0 2 0 5
VGLL4 189 186 222 191 307 157
CADM1 52 141 138 39 35 70
FGD5 16 20 26 0 3 0
FGD4 2615 1655 3770 1032 1188 631
ANO7 2 2 1 0 0 0
FGD1 2 3 2 5 5 4
FGD3 496 779 625 165 255 287
PUS7 138 72 86 327 520 245
CEP250 241 321 352 369 469 404
VTN 2 1 2 1 0 0
TBX18 1 1 10 3 1 0
MERTK 177 57 74 10 68 4
PCM1 3489 3029 4530 4923 4484 2458
UHRF1 30 20 15 41 68 27
CNNM3 8 22 5 19 17 24
NPAP1 1 3 0 2 2 0
MYO3B 12 7 4 1 39 5
CNNM4 153 217 208 53 66 42
HHLA2 5 1 1 4 1 3
MYO9B 2575 2587 2587 468 726 484
MYO9A 679 584 527 970 867 438
ZNF337 47 96 62 294 144 137
PHF14 309 347 380 1022 809 706
POLA1 256 182 186 730 749 257
SMN1 194 200 237 147 190 85
PHF10 632 755 1047 638 557 255
PHF13 91 43 43 16 18 31
ZNF862 53 31 52 72 58 94
PHF19 66 83 105 41 51 48
EBPL 57 17 38 9 21 5
EZH1 254 159 170 560 532 324
SLC5A3 67 67 56 277 215 280
SLC5A4 2 2 0 1 0 0
SLC5A5 0 1 1 1 0 0
SLC5A6 19 32 20 47 52 29
SLC5A7 3 0 0 0 0 0
SLC5A8 2 0 1 0 2 0
SLC5A9 2 0 2 0 1 0
TIA1 1294 970 1158 1730 1766 1153
MEGF6 0 1 0 0 0 0
UBN2 459 397 350 622 751 159
PNLIPRP1 1 0 0 0 0 0
PNLIPRP3 1 2 1 0 0 0
PNLIPRP2 0 0 0 0 0 0
RAVER1 31 47 17 12 13 8
ALX3 7 12 24 0 2 0
NAA40 0 0 0 0 0 0
ALX1 2 0 0 0 0 0
AGMO 0 2 0 0 0 0
ALX4 2 0 2 2 0 2
HSCB 24 35 46 59 41 39
UCN 1 2 0 0 2 2
ZBTB3 40 33 46 16 32 50
ZBTB2 570 593 602 314 382 207
ZBTB1 982 625 1561 980 806 616
ATAD3C 3 2 4 1 1 1
ZBTB6 413 263 367 295 217 157
ZBTB5 289 515 469 195 168 129
MAT2B 1084 708 959 1841 1957 998
ZBTB9 76 66 82 41 46 31
NR4A1 28 13 10 22 30 39
CARD17 3 10 23 16 27 12
CARD14 5 4 4 0 1 0
SYNGAP1 34 29 31 8 5 6
ARR3 2 6 2 0 4 1
CASC5 285 208 397 404 332 209
HAO1 0 4 0 2 0 0
COL24A1 2 2 0 3 9 0
PXMP2 10 14 13 4 8 12
PXMP4 42 14 21 16 14 15
RIPK3 669 653 727 64 123 85
NUDT13 46 53 50 63 43 29
FAM53C 1279 1183 1587 375 345 307
CUL4A 816 816 831 973 1101 645
CUL4B 1430 948 1315 1187 1201 716
MYEOV2 118 92 109 144 213 206
BOLA1 11 7 4 21 24 22
RIPK2 1170 849 1353 309 371 107
IMMT 222 199 194 389 421 234
NUDT17 25 37 41 17 25 31
SLC6A3 2 1 0 0 0 0
SLC6A2 0 1 0 0 0 0
SLC6A1 0 4 3 2 0 0
SLC6A7 10 3 1 4 6 0
SLC6A6 4100 2754 3856 1047 1469 563
NDUFB9 684 729 1255 185 352 208
ASB11 0 0 0 0 0 0
NDUFB7 53 77 114 1 35 74
NDUFB5 232 138 193 472 599 494
NDUFB4 421 308 451 192 332 145
NDUFB1 176 120 220 147 206 148
PEPD 38 31 24 73 132 85
GPR39 0 0 0 0 0 0
LRTM1 0 1 0 0 0 0
KIAA1919 173 136 171 183 113 111
GPR31 0 0 0 1 0 0
DNAH10 1 2 2 0 0 3
GPR33 13 0 2 12 9 0
GPR32 0 0 1 0 0 0
GPR35 8 7 10 3 4 9
GPR37 12 2 2 1 1 0
ASB15 5 13 11 7 1 0
SUGT1 705 623 980 777 1063 465
DNAH12 4 10 10 2 9 11
FAM50A 56 84 91 28 34 24
FMNL2 43 24 15 109 219 45
FMNL3 164 98 134 138 131 241
FMNL1 6369 5964 5052 550 750 545
STAP2 0 0 0 0 0 0
STAP1 950 441 1720 185 217 327
TBC1D20 468 360 391 173 226 224
ZC3HAV1 3129 3726 3803 2702 2709 1178
TNFRSF8 130 84 156 2 7 9
ANKRD45 22 7 14 1 0 1
AQP7 4 8 2 0 0 0
ANKRD46 89 55 79 498 414 248
AQP2 0 0 0 0 0 0
ANKRD40 177 134 122 156 172 86
CACNA2D2 9 25 9 7 15 3
ZIC1 0 0 0 0 0 0
ANKRD49 219 124 216 192 237 166
NEDD4 1161 659 926 524 455 212
AQP8 0 0 0 0 0 0
PATZ1 122 150 92 166 157 192
CASP10 178 194 276 217 267 55
C1H1orf50 144 84 134 151 188 97
MRRF 129 45 63 210 200 172
GPR150 1 0 0 0 0 0
GSC 0 0 0 0 1 0
ETNPPL 1 0 1 0 10 0
RHAG 827 439 258 124 186 358
RNF219 489 208 553 663 666 362
RNF215 0 1 3 5 7 14
RNF214 70 92 106 115 138 50
LRCH3 0 0 0 0 0 0
FAM126A 613 333 474 1536 1443 969
LZTR1 26 61 44 12 17 64
RNF213 60601 66996 68392 8307 11545 1923
MED28 249 214 255 208 200 175
RSRC2 1000 1168 1777 563 729 379
MED20 218 195 296 99 116 106
MED22 16 22 32 6 9 13
MED24 9 8 9 10 13 3
MED27 95 112 132 87 103 77
STX4 0 0 0 0 0 0
C2CD2 10 8 6 24 24 22
CC2D1A 79 77 63 24 49 30
CC2D1B 439 476 476 150 188 173
RESP18 0 0 0 0 1 0
BDNF 3 3 4 3 1 0
KANSL3 682 868 804 460 401 249
KANSL1 1983 2064 2014 1598 1471 662
GUCY2F 1 2 0 0 0 0
GOPC 83 80 78 239 211 155
WDR16 0 2 2 0 0 0
ZNF76 192 146 125 82 99 120
GK5 162 77 93 215 215 47
CDK5R1 1145 1005 1205 69 34 72
TROVE2 588 425 809 273 330 187
RBM33 153 166 124 31 34 46
CDK5R2 0 0 0 0 0 0
CCER1 0 0 0 0 0 0
EPHB2 52 35 35 4 7 19
EPHB3 1 2 1 0 1 5
PARP9 3099 2641 3346 1369 2140 428
TOM1L1 16 8 5 8 19 19
EPN1 187 206 130 20 58 41
PARP3 231 194 332 81 161 96
PMP22 79 104 37 41 123 4
BCCIP 601 514 644 531 688 181
TP53INP1 781 770 482 419 417 240
SENP1 19 18 29 32 17 12
TP53INP2 1499 1138 925 46 60 30
BTNL3 3 14 22 14 5 6
ALDH4A1 6 6 2 5 9 14
FAM195A 4 2 0 0 3 0
TIE1 80 38 168 35 20 133
FGF22 0 0 0 0 0 0
FGF23 7 9 9 2 0 0
FGF20 0 1 3 0 0 0
FGF21 0 0 0 0 0 0
MDFI 0 1 0 0 0 0
SLC4A11 4 2 0 4 2 0
GPR182 2 2 1 0 3 3
DSN1 395 315 246 318 286 218
ZNF34 44 44 29 71 45 60
ZNF32 25 24 5 60 50 47
ZNF30 20 14 7 7 8 17
ZFP3 6 24 23 57 50 58
SH3GL1 104 84 82 10 24 20
WBSCR22 553 472 450 266 182 93
SH3GL2 0 1 1 0 0 0
SLC10A2 1 1 1 0 4 0
SUV420H1 1054 906 1016 1005 982 525
SLC10A7 98 88 55 287 264 204
SLC10A6 8 2 9 1 0 0
THOP1 21 16 17 26 48 57
SLC10A4 0 3 1 1 1 0
C10H22orf23 17 25 24 12 6 3
FHL2 230 55 82 83 155 177
TYRO3 2 1 0 3 0 0
FHL5 0 1 1 0 0 0
POMC 0 0 0 0 0 0
ANKAR 101 79 142 329 179 172
ING3 331 324 534 311 299 125
UGGT2 10 2 5 11 18 0
WDR19 242 197 148 281 256 150
UGGT1 981 1074 1296 2427 2027 845
SUV420H2 56 89 70 0 4 11
BSPRY 6 9 2 2 0 1
ZNF248 68 62 95 172 182 127
ITPRIPL2 2 1 2 1 5 2
ITPRIPL1 34 27 63 45 28 67
KIAA1755 1 3 0 0 0 0
MAB21L3 41 49 20 1 4 7
PAWR 4 8 5 18 20 2
RAD51C 70 56 55 342 568 183
RAD51B 280 190 257 121 92 81
CEP170B 0 2 1 2 0 0
SLC38A11 12 16 4 38 14 11
CTDSPL2 880 669 716 1587 1510 953
GAREML 96 49 19 24 49 12
GATAD2B 504 515 332 206 262 135
HMGXB3 843 806 951 460 411 364
HMGXB4 357 294 402 211 270 100
LGI2 0 2 2 1 0 0
SLC30A2 0 1 2 1 3 0
DIP2A 510 412 387 173 211 209
DIP2B 3002 3220 3670 1146 1066 580
DIP2C 27 65 30 62 79 39
BAHD1 131 153 116 83 67 71
LAX1 43 56 22 217 144 108
DCLRE1B 191 164 111 341 677 102
DCLRE1C 541 558 784 548 386 266
YES1 618 888 939 22 53 6
DCLRE1A 387 300 337 1001 808 366
DNA2 237 126 246 669 1029 263
ECT2 354 198 345 1028 1421 218
STAM2 560 526 800 415 438 235
DUSP13 0 1 0 1 0 0
ACY3 0 1 0 0 0 0
WDFY4 1469 1738 2218 1237 1209 2660
KCNS1 0 1 1 0 1 0
KCNS2 0 2 0 1 0 0
KCNS3 0 4 0 2 2 4
TMEM156 729 482 1120 435 375 280
ZCCHC2 6201 6195 6914 2133 2737 845
IQGAP3 121 115 187 8 26 24
ZCCHC7 264 261 310 822 690 516
ZCCHC6 15248 11283 18892 7415 8890 3340
ZCCHC4 53 66 42 92 120 54
RENBP 237 265 266 14 72 52
RSPRY1 68 72 76 48 62 48
ARHGAP44 4 4 4 6 6 3
CHADL 0 0 0 0 0 0
TP53BP1 1002 1124 1495 899 842 630
TP53BP2 2634 2497 4169 593 559 229
ZNF804A 5 7 26 4 3 3
CIB3 6 1 2 0 0 0
ZNF804B 3 2 0 3 1 0
ARID3A 454 439 578 50 55 39
UPP2 5 1 3 2 3 0
UPP1 1016 799 1171 91 210 129
ARID3B 329 345 410 66 78 52
FAM9C 4 8 5 2 0 0
ARHGAP42 90 10 175 209 76 114
PMVK 36 46 53 19 60 25
ADPRHL1 0 0 0 0 0 0
ADPRHL2 192 174 170 69 98 161
GLRX5 169 112 42 314 126 84
LYPLA2 162 150 174 28 67 73
MC2R 1 0 0 0 0 0
GLRX2 49 38 43 140 200 82
PIH1D3 0 0 0 0 0 0
ARGFX 0 3 2 2 0 0
ICA1 179 158 171 10 29 31
WBP4 341 230 322 301 385 185
S100A10 376 242 169 817 1335 799
S100A13 2 1 0 0 2 0
S100A12 2651 880 6053 14 102 47
ATP2B3 1 1 2 0 0 0
NUSAP1 232 203 333 519 1399 108
STUB1 15 13 8 1 10 21
A4GNT 0 0 0 1 0 10
GRK4 25 19 30 47 53 42
GRK5 70 90 26 167 175 244
ELFN1 0 0 0 0 0 0
CAPN5 28 11 13 12 18 2
CAPN2 1678 1506 2720 2044 1745 1194
RPE 592 465 764 743 665 497
NECAB3 7 3 2 0 2 1
CAPN9 1 0 0 0 1 0
SPAG4 14 18 15 4 4 3
POU2F3 0 0 0 0 0 0
SPAG1 1020 607 1748 174 202 80
KLHL6 276 272 319 525 488 354
RAE1 239 185 216 181 144 155
FAM155B 0 1 0 0 0 1
GBX2 1 1 1 2 0 5
KLHL8 258 192 188 876 890 355
KLHL9 1025 843 1478 1157 1143 690
CAB39L 156 134 123 78 82 111
FUT10 23 20 5 78 85 73
MKRN3 0 1 0 2 0 0
DYRK2 1007 1054 768 2625 1950 1199
KDELR1 420 426 260 89 168 105
HIRIP3 21 25 12 14 20 20
PCMTD2 125 118 73 590 413 439
CLEC12B 4 5 3 6 0 7
CLEC12A 541 233 490 124 363 308
POU2F1 399 422 407 139 195 101
MEGF10 5 4 6 3 14 16
MAMDC4 8 13 4 0 2 7
RBPMS2 38 25 10 111 65 234
PLXNA1 26 27 17 0 4 9
ST14 263 223 371 43 99 86
RP2 1562 1118 1949 648 687 362
FAXDC2 880 695 721 608 624 272
AANAT 1 8 3 0 0 0
ST18 2 0 0 1 0 0
CDV3 6 3 11 2 4 0
LYG1 0 2 0 0 0 0
LYG2 0 4 1 3 0 0
TCTN2 0 0 0 0 0 0
TCTN3 35 30 5 60 106 9
TNXB 2 2 0 0 0 0
SOHLH1 0 0 1 0 0 0
DACH2 0 1 0 1 2 0
TXLNG 180 216 242 362 377 260
FATE1 0 0 0 0 0 0
PCTP 110 88 132 48 73 66
PRDM14 1 1 0 1 0 0
CDIPT 171 159 174 72 114 67
DCHS1 109 112 78 46 87 32
NCOA2 3886 2671 5145 1887 1937 1020
TRAPPC3L 1 0 0 1 0 0
TLL1 2 4 3 0 1 0
SERPINB11 1 2 0 0 0 0
SERPINB10 72 35 67 339 756 466
SERPINB13 0 0 3 2 0 0
SERPINB12 0 0 0 1 1 0
CMA1 8 9 8 22 46 22
PLEC 2330 2829 2942 198 414 474
LRMP 1127 1049 1312 1814 1615 1212
NELL2 3 2 2 1 4 0
HSD17B4 1640 1950 880 721 1094 622
KDM5A 4062 4054 5139 2706 2678 1427
DIO3 1 0 0 0 1 0
SPOCK1 0 0 0 0 1 0
SPOCK2 105 111 74 82 143 120
DDX54 235 264 285 103 180 205
CLDN12 38 24 34 51 36 19
FNBP1 1033 865 995 1092 1226 566
CLDN11 1 0 1 0 0 0
CLDN16 0 0 0 1 0 0
CLDN17 0 0 0 1 0 0
CLDN14 1 3 1 0 0 2
FNBP4 886 858 1016 832 762 511
NR2F1 0 0 0 0 0 0
SLC32A1 0 2 0 0 0 0
CLDN19 1 1 1 0 0 0
APOOL 188 108 257 211 229 121
GAD1 0 0 3 3 7 0
GAD2 1 1 0 0 0 0
ZNF746 85 96 96 26 32 40
MTHFD2L 169 120 158 173 182 447
ZNF740 132 82 102 97 70 65
SERPING1 177 160 155 2 9 0
CNTRL 2280 2548 3132 2601 2548 1513
ZNF749 2 3 6 8 0 10
LCE3C 0 0 0 0 0 0
DCUN1D5 109 110 121 151 129 44
ODF3L2 0 0 0 0 0 0
PHIP 6615 5307 7617 5802 5377 2752
PHLDB2 15 12 16 14 18 15
AGTRAP 510 418 783 2 42 56
DDB2 118 65 55 57 73 55
MPV17L2 51 38 37 10 16 29
SYNE2 713 721 621 1654 1689 1357
SYNE3 745 991 931 225 249 273
SYNE4 1 2 3 0 0 0
CAMKMT 37 20 26 60 56 39
ZNF521 20 12 10 29 20 0
TRPS1 1076 778 937 1496 1345 679
ZNF527 6 10 4 43 30 14
WFIKKN1 0 0 0 0 0 0
ZNF524 5 4 0 0 1 10
ZNF529 186 165 307 150 130 132
ZNF528 520 589 296 570 655 353
JRK 30 16 22 42 44 92
RGL2 1079 1186 1327 136 219 238
TBC1D22B 509 432 684 285 292 124
RNF144B 3216 2614 4056 771 1454 295
STEAP1 5 3 0 0 0 0
STEAP3 3 0 3 0 0 1
RIMS3 8 6 5 8 5 1
STEAP4 5151 3102 5027 753 1006 303
ARHGEF26 4 1 6 6 3 0
DNM3 322 106 101 1009 657 608
BCL11A 18 24 10 61 31 68
BCL11B 40 24 19 91 141 379
VPS11 763 823 879 392 530 282
YAE1D1 9 13 3 61 35 36
AVL9 313 353 444 388 348 224
GRHL1 100 39 45 57 86 28
GRHL2 2 2 0 2 9 0
